Customer ID,Gender,Age,Product Category,Quantity,Price per Unit
CUST500,Female,60,Beauty,4,25
CUST501,Male,39,Electronics,2,30
CUST502,Male,43,Electronics,3,50
CUST503,Male,45,Beauty,4,500
CUST504,Female,38,Beauty,3,50
CUST505,Male,24,Beauty,1,50
CUST506,Male,34,Beauty,3,500
CUST507,Female,37,Electronics,3,500
CUST508,Male,58,Beauty,2,300
CUST509,Female,37,Electronics,3,300
CUST510,Female,39,Beauty,4,50
CUST511,Male,45,Beauty,2,50
CUST512,Female,57,Beauty,1,25
CUST513,Male,24,Electronics,4,25
CUST514,Female,18,Electronics,1,300
CUST515,Female,49,Clothing,3,300
CUST516,Male,30,Beauty,4,25
CUST517,Female,47,Clothing,4,25
CUST518,Female,40,Clothing,1,30
CUST519,Female,36,Electronics,4,30
CUST520,Female,49,Electronics,4,25
CUST521,Female,47,Clothing,4,30
CUST522,Male,46,Beauty,3,500
CUST523,Female,62,Electronics,1,300
CUST524,Male,46,Beauty,4,300
CUST525,Female,47,Beauty,2,25
CUST526,Male,33,Clothing,2,50
CUST527,Male,57,Clothing,2,25
CUST528,Female,36,Clothing,2,30
CUST529,Female,35,Clothing,3,50
CUST530,Female,18,Electronics,4,30
CUST531,Male,31,Electronics,1,500
CUST532,Female,64,Clothing,4,30
CUST533,Male,19,Electronics,3,500
CUST534,Male,45,Clothing,2,500
CUST535,Male,47,Beauty,3,30
CUST536,Female,55,Beauty,4,30
CUST537,Female,21,Beauty,1,500
CUST538,Male,18,Clothing,3,50
CUST539,Male,25,Beauty,1,500
CUST540,Female,46,Electronics,3,300
CUST541,Male,56,Beauty,1,500
CUST542,Female,20,Beauty,1,50
CUST543,Male,49,Beauty,2,300
CUST544,Female,27,Electronics,1,25
CUST545,Male,27,Clothing,2,25
CUST546,Female,36,Electronics,4,50
CUST547,Male,63,Clothing,4,500
CUST548,Female,51,Clothing,2,30
CUST549,Female,50,Beauty,2,50
CUST550,Male,40,Clothing,3,300
CUST551,Male,45,Electronics,3,300
CUST552,Female,49,Electronics,3,25
CUST553,Male,24,Clothing,4,300
CUST554,Female,46,Beauty,3,50
CUST555,Male,25,Beauty,1,300
CUST556,Female,18,Electronics,1,50
CUST557,Female,20,Beauty,3,30
CUST558,Female,41,Clothing,1,25
CUST559,Female,40,Clothing,4,300
CUST560,Female,25,Electronics,1,50
CUST561,Female,64,Clothing,4,500
CUST562,Male,54,Electronics,2,25
CUST563,Male,20,Clothing,2,30
CUST564,Male,50,Electronics,2,50
CUST565,Female,45,Beauty,2,30
CUST566,Female,64,Clothing,1,30
CUST567,Female,25,Clothing,3,300
CUST568,Female,51,Electronics,1,300
CUST569,Male,52,Electronics,4,50
CUST570,Male,49,Clothing,1,500
CUST571,Female,41,Electronics,1,50
CUST572,Male,31,Clothing,4,500
CUST573,Male,49,Beauty,2,30
CUST574,Female,63,Electronics,2,25
CUST575,Male,60,Clothing,2,50
CUST576,Female,33,Beauty,3,50
CUST577,Male,21,Beauty,4,500
CUST578,Female,54,Clothing,4,30
CUST579,Female,38,Electronics,1,30
CUST580,Female,31,Clothing,3,500
CUST581,Female,48,Beauty,2,30
CUST582,Male,35,Clothing,3,300
CUST583,Female,24,Electronics,4,25
CUST584,Female,27,Beauty,4,50
CUST585,Female,24,Clothing,1,25
CUST586,Male,50,Electronics,1,50
CUST587,Female,40,Beauty,4,300
CUST588,Male,38,Electronics,2,30
CUST589,Female,36,Beauty,2,500
CUST590,Male,36,Clothing,3,300
CUST591,Male,53,Electronics,4,25
CUST592,Female,46,Beauty,4,500
CUST593,Male,35,Electronics,2,30
CUST594,Female,19,Electronics,2,300
CUST595,Female,18,Clothing,4,500
CUST596,Female,64,Electronics,1,300
CUST597,Male,22,Beauty,4,300
CUST598,Male,37,Beauty,4,30
CUST599,Female,28,Beauty,2,50
CUST600,Female,59,Beauty,2,500
CUST601,Male,19,Clothing,1,30
CUST602,Female,20,Electronics,1,300
CUST603,Female,40,Clothing,3,30
CUST604,Female,29,Electronics,4,50
CUST605,Male,37,Electronics,2,500
CUST606,Male,22,Electronics,1,50
CUST607,Male,54,Clothing,3,25
CUST608,Female,55,Electronics,3,500
CUST609,Female,47,Clothing,2,50
CUST610,Female,26,Beauty,2,300
CUST611,Male,51,Beauty,3,500
CUST612,Female,61,Electronics,1,500
CUST613,Female,52,Clothing,3,30
CUST614,Female,39,Beauty,4,300
CUST615,Female,61,Clothing,4,25
CUST616,Male,41,Clothing,2,50
CUST617,Male,34,Electronics,1,30
CUST618,Female,27,Beauty,1,50
CUST619,Male,47,Electronics,4,25
CUST620,Male,63,Electronics,3,25
CUST621,Female,40,Beauty,2,500
CUST622,Female,49,Beauty,3,25
CUST623,Male,34,Clothing,3,50
CUST624,Female,34,Beauty,3,300
CUST625,Male,31,Clothing,1,300
CUST626,Female,26,Clothing,4,500
CUST627,Male,57,Clothing,1,50
CUST628,Female,19,Beauty,4,50
CUST629,Male,62,Electronics,2,25
CUST630,Male,42,Clothing,2,50
CUST631,Male,56,Electronics,3,30
CUST632,Female,26,Electronics,4,25
CUST633,Male,39,Beauty,4,30
CUST634,Male,60,Electronics,4,500
CUST635,Female,63,Electronics,3,300
CUST636,Female,21,Beauty,3,500
CUST637,Male,43,Clothing,2,300
CUST638,Male,46,Electronics,1,500
CUST639,Female,62,Beauty,4,50
CUST640,Female,51,Electronics,4,30
CUST641,Female,40,Electronics,1,300
CUST642,Female,54,Clothing,4,25
CUST643,Female,28,Electronics,3,30
CUST644,Male,23,Beauty,3,25
CUST645,Female,35,Electronics,4,30
CUST646,Male,38,Clothing,3,30
CUST647,Male,59,Clothing,3,500
CUST648,Male,53,Beauty,4,300
CUST649,Female,58,Clothing,2,300
CUST650,Male,55,Electronics,1,30
CUST651,Male,51,Clothing,3,50
CUST652,Female,34,Beauty,2,50
CUST653,Male,54,Clothing,3,25
CUST654,Male,42,Clothing,3,25
CUST655,Female,55,Clothing,1,500
CUST656,Male,29,Beauty,3,30
CUST657,Male,40,Clothing,1,25
CUST658,Male,59,Clothing,1,25
CUST659,Female,39,Electronics,1,30
CUST660,Female,38,Beauty,2,500
CUST661,Female,44,Clothing,4,25
CUST662,Male,48,Beauty,2,500
CUST663,Male,23,Clothing,4,300
CUST664,Female,44,Clothing,4,500
CUST665,Male,57,Clothing,1,50
CUST666,Male,51,Electronics,3,50
CUST667,Female,29,Electronics,1,500
CUST668,Female,62,Electronics,3,50
CUST669,Male,24,Beauty,4,300
CUST670,Male,27,Beauty,1,30
CUST671,Male,62,Electronics,3,50
CUST672,Female,34,Beauty,2,50
CUST673,Female,43,Clothing,3,500
CUST674,Female,38,Clothing,1,300
CUST675,Female,45,Clothing,2,30
CUST676,Male,63,Electronics,3,500
CUST677,Female,19,Beauty,3,500
CUST678,Female,60,Electronics,3,300
CUST679,Female,18,Beauty,3,30
CUST680,Female,53,Clothing,3,300
CUST681,Female,43,Electronics,2,30
CUST682,Male,46,Beauty,4,300
CUST683,Male,38,Beauty,2,500
CUST684,Female,28,Clothing,2,500
CUST685,Male,57,Electronics,2,25
CUST686,Female,28,Electronics,4,50
CUST687,Female,53,Electronics,1,300
CUST688,Male,56,Clothing,4,25
CUST689,Male,57,Electronics,2,50
CUST690,Female,52,Clothing,3,300
CUST691,Female,51,Clothing,3,30
CUST692,Female,64,Clothing,2,50
CUST693,Male,41,Beauty,3,500
CUST694,Female,39,Electronics,2,25
CUST695,Female,22,Electronics,3,50
CUST696,Female,50,Clothing,4,50
CUST697,Male,53,Clothing,1,500
CUST698,Female,64,Electronics,1,300
CUST699,Female,37,Clothing,4,30
CUST700,Male,36,Electronics,4,500
CUST701,Female,52,Beauty,2,30
CUST702,Female,60,Clothing,2,300
CUST703,Male,34,Electronics,2,50
CUST704,Female,62,Clothing,3,30
CUST705,Male,60,Electronics,2,25
CUST706,Male,51,Electronics,4,25
CUST707,Female,26,Clothing,1,500
CUST708,Female,43,Beauty,3,300
CUST709,Female,19,Electronics,2,500
CUST710,Female,26,Electronics,3,500
CUST711,Male,26,Electronics,3,500
CUST712,Female,57,Beauty,2,25
CUST713,Male,34,Beauty,3,25
CUST714,Female,18,Clothing,1,500
CUST715,Female,42,Beauty,4,25
CUST716,Female,60,Clothing,4,300
CUST717,Male,57,Clothing,1,500
CUST718,Female,59,Beauty,3,25
CUST719,Female,42,Clothing,2,30
CUST720,Female,56,Beauty,3,500
CUST721,Female,52,Clothing,1,500
CUST722,Male,20,Beauty,3,300
CUST723,Female,54,Beauty,4,50
CUST724,Male,61,Clothing,3,50
CUST725,Male,61,Electronics,1,300
CUST726,Male,47,Clothing,4,300
CUST727,Male,55,Beauty,3,300
CUST728,Male,51,Electronics,3,50
CUST729,Male,29,Clothing,4,300
CUST730,Female,36,Clothing,2,25
CUST731,Male,54,Clothing,4,500
CUST732,Male,61,Electronics,2,500
CUST733,Male,34,Beauty,1,30
CUST734,Female,27,Clothing,1,30
CUST735,Female,64,Clothing,4,500
CUST736,Male,29,Clothing,4,25
CUST737,Female,33,Clothing,1,50
CUST738,Male,41,Clothing,2,50
CUST739,Male,36,Beauty,1,25
CUST740,Female,25,Beauty,4,50
CUST741,Male,48,Clothing,1,300
CUST742,Female,38,Electronics,4,500
CUST743,Female,34,Beauty,4,500
CUST744,Male,40,Electronics,1,25
CUST745,Male,54,Beauty,2,50
CUST746,Female,33,Clothing,3,30
CUST747,Male,23,Beauty,1,30
CUST748,Male,25,Clothing,3,50
CUST749,Male,42,Beauty,1,30
CUST750,Female,35,Clothing,3,25
CUST751,Female,42,Clothing,2,25
CUST752,Male,29,Clothing,2,50
CUST753,Female,32,Clothing,1,30
CUST754,Female,43,Electronics,4,25
CUST755,Female,58,Clothing,3,25
CUST756,Female,62,Electronics,4,300
CUST757,Female,43,Electronics,4,300
CUST758,Male,64,Clothing,4,25
CUST759,Male,49,Electronics,2,50
CUST760,Male,27,Beauty,1,500
CUST761,Female,33,Clothing,1,500
CUST762,Female,24,Electronics,2,25
CUST763,Male,34,Clothing,2,25
CUST764,Female,40,Clothing,1,25
CUST765,Male,43,Clothing,4,50
CUST766,Male,38,Electronics,3,300
CUST767,Male,39,Beauty,3,25
CUST768,Female,24,Beauty,3,25
CUST769,Female,31,Electronics,4,30
CUST770,Male,32,Clothing,1,50
CUST771,Male,24,Electronics,2,25
CUST772,Male,26,Electronics,1,30
CUST773,Male,25,Electronics,4,500
CUST774,Female,40,Clothing,2,25
CUST775,Female,46,Electronics,4,25
CUST776,Male,35,Clothing,3,30
CUST777,Male,48,Electronics,3,50
CUST778,Female,47,Beauty,4,25
CUST779,Female,56,Electronics,2,500
CUST780,Male,52,Electronics,2,25
CUST781,Male,35,Beauty,1,500
CUST782,Male,59,Clothing,3,300
CUST783,Female,56,Clothing,1,300
CUST784,Female,34,Electronics,1,500
CUST785,Female,31,Beauty,4,50
CUST786,Male,48,Clothing,4,25
CUST787,Male,41,Electronics,1,25
CUST788,Female,52,Beauty,3,300
CUST789,Female,61,Clothing,4,500
CUST790,Male,62,Clothing,1,25
CUST791,Female,51,Beauty,1,25
CUST792,Female,20,Beauty,1,50
CUST793,Male,54,Beauty,1,30
CUST794,Female,60,Beauty,1,300
CUST795,Male,57,Electronics,1,300
CUST796,Male,43,Beauty,4,30
CUST797,Male,40,Clothing,3,25
CUST798,Male,61,Clothing,1,50
CUST799,Male,56,Electronics,2,50
CUST800,Male,32,Clothing,4,300
CUST801,Male,21,Clothing,4,50
CUST802,Female,46,Beauty,1,30
CUST803,Male,39,Clothing,4,25
CUST804,Male,42,Electronics,1,30
CUST805,Female,30,Beauty,3,500
CUST806,Female,35,Beauty,3,300
CUST807,Female,50,Electronics,4,50
CUST808,Male,33,Beauty,4,500
CUST809,Female,62,Beauty,2,50
CUST810,Male,59,Electronics,4,25
CUST811,Male,61,Beauty,2,25
CUST812,Male,19,Electronics,3,25
CUST813,Male,52,Electronics,3,50
CUST814,Female,59,Clothing,1,500
CUST815,Female,51,Clothing,3,25
CUST816,Male,47,Beauty,2,500
CUST817,Male,30,Beauty,4,50
CUST818,Male,30,Electronics,1,500
CUST819,Female,35,Beauty,2,50
CUST820,Male,49,Electronics,4,50
CUST821,Male,49,Electronics,1,300
CUST822,Female,52,Beauty,3,50
CUST823,Female,56,Electronics,2,50
CUST824,Male,63,Clothing,4,30
CUST825,Female,46,Beauty,1,25
CUST826,Female,46,Clothing,1,300
CUST827,Male,61,Beauty,3,300
CUST828,Female,33,Electronics,4,300
CUST829,Male,61,Beauty,3,30
CUST830,Female,64,Clothing,3,50
CUST831,Male,27,Electronics,4,25
CUST832,Male,47,Beauty,4,500
CUST833,Male,42,Beauty,4,50
CUST834,Female,56,Beauty,2,30
CUST835,Male,37,Clothing,4,50
CUST836,Female,22,Clothing,1,50
CUST837,Male,18,Beauty,3,30
CUST838,Male,47,Electronics,2,300
CUST839,Female,20,Electronics,4,300
CUST840,Male,62,Clothing,2,25
CUST841,Male,31,Electronics,4,25
CUST842,Female,47,Clothing,2,300
CUST843,Male,21,Beauty,3,500
CUST844,Male,35,Clothing,3,50
CUST845,Male,54,Clothing,1,500
CUST846,Male,42,Beauty,1,50
CUST847,Female,18,Electronics,4,300
CUST848,Female,63,Clothing,3,25
CUST849,Male,32,Clothing,2,25
CUST850,Female,26,Beauty,2,500
CUST851,Male,32,Electronics,2,25
CUST852,Female,41,Clothing,1,300
CUST853,Male,21,Beauty,2,500
CUST854,Male,29,Clothing,1,50
CUST855,Male,54,Beauty,1,25
CUST856,Male,54,Electronics,4,30
CUST857,Male,60,Electronics,2,25
CUST858,Male,23,Electronics,2,50
CUST859,Female,56,Electronics,3,500
CUST860,Male,63,Clothing,4,50
CUST861,Female,41,Clothing,3,30
CUST862,Male,28,Electronics,4,300
CUST863,Female,30,Electronics,2,25
CUST864,Female,51,Electronics,1,500
CUST865,Female,42,Clothing,1,300
CUST866,Male,24,Electronics,1,50
CUST867,Male,21,Electronics,1,500
CUST868,Female,25,Electronics,1,300
CUST869,Male,37,Beauty,3,500
CUST870,Female,46,Electronics,4,30
CUST871,Male,62,Beauty,2,30
CUST872,Female,63,Beauty,3,25
CUST873,Female,27,Electronics,4,25
CUST874,Male,60,Beauty,1,30
CUST875,Female,51,Electronics,4,500
CUST876,Male,43,Clothing,4,30
CUST877,Female,58,Clothing,1,25
CUST878,Female,20,Clothing,1,30
CUST879,Male,23,Clothing,1,30
CUST880,Male,22,Beauty,2,500
CUST881,Male,22,Electronics,1,300
CUST882,Female,64,Electronics,2,25
CUST883,Male,40,Electronics,1,500
CUST884,Female,26,Clothing,2,30
CUST885,Female,52,Clothing,4,30
CUST886,Male,37,Electronics,3,300
CUST887,Male,59,Clothing,4,25
CUST888,Female,52,Electronics,4,25
CUST889,Female,35,Electronics,1,50
CUST890,Male,34,Electronics,2,25
CUST891,Male,41,Electronics,3,300
CUST892,Male,20,Electronics,1,50
CUST893,Male,49,Electronics,1,50
CUST894,Male,52,Electronics,1,30
CUST895,Female,55,Clothing,4,30
CUST896,Female,30,Electronics,2,25
CUST897,Female,64,Electronics,2,50
CUST898,Female,42,Clothing,3,30
CUST899,Male,26,Clothing,2,300
CUST900,Male,21,Clothing,2,30
CUST901,Male,31,Electronics,1,30
CUST902,Female,54,Beauty,1,50
CUST903,Female,51,Beauty,4,50
CUST904,Male,28,Clothing,1,500
CUST905,Male,58,Beauty,1,300
CUST906,Female,20,Clothing,1,50
CUST907,Female,45,Electronics,1,25
CUST908,Male,46,Beauty,4,300
CUST909,Male,26,Electronics,1,300
CUST910,Female,20,Beauty,3,50
CUST911,Male,42,Electronics,3,300
CUST912,Male,51,Beauty,3,50
CUST913,Male,29,Electronics,3,30
CUST914,Female,59,Electronics,1,500
CUST915,Female,26,Beauty,3,30
CUST916,Female,32,Electronics,1,50
CUST917,Female,57,Electronics,4,50
CUST918,Female,42,Electronics,3,30
CUST919,Female,22,Beauty,2,25
CUST920,Female,28,Beauty,3,25
CUST921,Male,51,Electronics,3,25
CUST922,Male,41,Electronics,1,50
CUST923,Male,32,Beauty,3,300
CUST924,Male,55,Beauty,2,50
CUST925,Male,25,Electronics,1,300
CUST926,Male,22,Electronics,1,30
CUST927,Male,43,Electronics,4,500
CUST928,Female,35,Clothing,4,300
CUST929,Female,23,Beauty,3,25
CUST930,Male,54,Clothing,4,50
CUST931,Male,30,Beauty,4,30
CUST932,Female,45,Beauty,4,25
CUST933,Male,22,Beauty,1,30
CUST934,Male,30,Beauty,1,500
CUST935,Female,34,Beauty,1,50
CUST936,Male,57,Beauty,4,50
CUST937,Female,62,Beauty,1,500
CUST938,Male,49,Clothing,4,50
CUST939,Female,46,Electronics,1,300
CUST940,Female,20,Electronics,1,30
CUST941,Female,57,Clothing,2,25
CUST942,Male,51,Clothing,3,500
CUST943,Female,57,Clothing,4,300
CUST944,Male,44,Clothing,2,25
CUST945,Male,30,Beauty,1,25
CUST946,Male,62,Electronics,4,500
CUST947,Male,50,Beauty,1,300
CUST948,Female,23,Electronics,3,25
CUST949,Female,41,Electronics,2,25
CUST950,Male,36,Clothing,3,300
CUST951,Male,33,Beauty,2,50
CUST952,Female,57,Clothing,1,25
CUST953,Male,45,Beauty,3,30
CUST954,Female,50,Electronics,3,300
CUST955,Male,58,Clothing,1,25
CUST956,Male,30,Clothing,3,500
CUST957,Female,60,Electronics,4,30
CUST958,Male,62,Electronics,2,25
CUST959,Female,42,Electronics,2,30
CUST960,Male,59,Clothing,2,30
CUST961,Male,53,Beauty,4,50
CUST962,Male,44,Clothing,2,30
CUST963,Female,55,Beauty,1,50
CUST964,Male,24,Clothing,3,300
CUST965,Male,22,Clothing,4,50
CUST966,Male,60,Electronics,2,500
CUST967,Male,62,Beauty,1,25
CUST968,Female,48,Clothing,3,300
CUST969,Female,40,Clothing,3,300
CUST970,Male,59,Electronics,4,500
CUST971,Female,27,Electronics,4,50
CUST972,Male,49,Beauty,4,25
CUST973,Male,60,Clothing,1,50
CUST974,Male,47,Beauty,1,30
CUST975,Female,56,Clothing,4,50
CUST976,Female,48,Beauty,2,300
CUST977,Female,35,Electronics,3,25
CUST978,Female,53,Clothing,3,50
CUST979,Female,19,Beauty,1,25
CUST980,Female,31,Electronics,3,25
CUST981,Female,30,Electronics,2,30
CUST982,Female,46,Beauty,3,30
CUST983,Female,29,Clothing,1,300
CUST984,Male,56,Clothing,1,500
CUST985,Female,19,Electronics,2,25
CUST986,Female,49,Clothing,2,500
CUST987,Female,30,Clothing,3,300
CUST988,Female,63,Clothing,3,25
CUST989,Female,44,Electronics,1,25
CUST990,Female,58,Beauty,2,500
CUST991,Female,34,Clothing,2,50
CUST992,Female,57,Electronics,2,30
CUST993,Female,48,Electronics,3,50
CUST994,Female,51,Beauty,2,500
CUST995,Female,41,Clothing,1,30
CUST996,Male,62,Clothing,1,50
CUST997,Male,52,Beauty,3,30
CUST998,Female,23,Beauty,4,25
CUST999,Female,36,Electronics,3,50
CUST1000,Male,47,Electronics,4,30
